####################################################################################################
#   σχῆμα (101851)                                                                                 #
####################################################################################################

σχῆμα:K0 ~ correlation with genres

                          Spearman's ρ         p
λέγω: K7 ~ SG:Philosophy                       -0.107751  0.726055
λέγω: K7 ~ SG:Military                          0.087242  0.776869
λέγω: K7 ~ SG:Homily                            0.077152  0.802187
λέγω: K7 ~ SG:Church history                    0.077152  0.802187
λέγω: K7 ~ SG:History                          -0.072242  0.814572
λέγω: K7 ~ SG:Art History                      -0.069886  0.820531
λέγω: K7 ~ SG:Essay                             0.046985  0.878855
λέγω: K7 ~ SG:Biography                         0.046977  0.878877
λέγω: K7 ~ SG:Hunting                          -0.034943  0.909772
λέγω: K7 ~ SG:Mathematics                      -0.034943  0.909772
λέγω: K7 ~ SG:Medicine                          0.026207  0.932275
λέγω: K7 ~ SG:Theology                         -0.026207  0.932275
λέγω: K7 ~ SG:Erotic                            0.000000  1.000000


λέγω:K8 ~ correlation with genres

                         Spearman's ρ         p
λέγω: K8 ~ G:Technical       0.802580  0.000959
λέγω: K8 ~ G:Narrative       0.768668  0.002138
λέγω: K8 ~ G:Letters         0.597275  0.031128
λέγω: K8 ~ G:Essays          0.551294  0.050831
λέγω: K8 ~ G:Philosophy      0.401279  0.174146
λέγω: K8 ~ G:Oratory         0.358389  0.229189
λέγω: K8 ~ G:Tragedy        -0.077152  0.802187
λέγω: K8 ~ G:Comedy          0.043679  0.887331
λέγω: K8 ~ G:Poetry         -0.039056  0.899196
λέγω: K8 ~ G:Religion       -0.011946  0.969103


λέγω:K8 ~ correlation with subgenres

                                            Spearman's ρ         p
λέγω: K8 ~ SG:Rhetoric, poetics, criticism      0.845735  0.000270
λέγω: K8 ~ SG:History                           0.707974  0.006774
λέγω: K8 ~ SG:Letters                           0.597275  0.031128
λέγω: K8 ~ SG:Didactic                          0.568479  0.042645
λέγω: K8 ~ SG:Biography                         0.523455  0.066383
λέγω: K8 ~ SG:Geography                         0.468159  0.106649
λέγω: K8 ~ SG:Essay                             0.463588  0.110582
λέγω: K8 ~ SG:Natural History                   0.462910  0.111173
λέγω: K8 ~ SG:Miscellanea                       0.462910  0.111173
λέγω: K8 ~ SG:Military                          0.422790  0.150054
λέγω: K8 ~ SG:Art History                       0.419314  0.153791
λέγω: K8 ~ SG:Philosophy                        0.401279  0.174146
λέγω: K8 ~ SG:Epigrams                          0.385758  0.192978
λέγω: K8 ~ SG:Oratory                           0.358389  0.229189
λέγω: K8 ~ SG:Erotic                            0.308607  0.304937
λέγω: K8 ~ SG:Psalms                           -0.231455  0.446742
λέγω: K8 ~ SG:Narrative                         0.196924  0.519031
λέγω: K8 ~ SG:Epic                             -0.168119  0.582994
λέγω: K8 ~ SG:Theology                          0.157243  0.607929
λέγω: K8 ~ SG:Horsemanship                      0.154303  0.614737
λέγω: K8 ~ SG:Science                           0.154303  0.614737
λέγω: K8 ~ SG:Politics                          0.154303  0.614737
λέγω: K8 ~ SG:Bucolic                           0.148507  0.628246
λέγω: K8 ~ SG:Hunting                           0.122300  0.690610
λέγω: K8 ~ SG:Mathematics                       0.122300  0.690610
λέγω: K8 ~ SG:Tragedy                          -0.077152  0.802187
λέγω: K8 ~ SG:Choral                           -0.077152  0.802187
λέγω: K8 ~ SG:Church history                    0.077152  0.802187
λέγω: K8 ~ SG:Homily                            0.077152  0.802187
λέγω: K8 ~ SG:Medicine                         -0.052414  0.864967
λέγω: K8 ~ SG:Comedy                            0.043679  0.887331
λέγω: K8 ~ SG:Hymns                             0.029724  0.923208
λέγω: K8 ~ SG:Novel                             0.000000  1.000000
λέγω: K8 ~ SG:Grammar                           0.000000  1.000000
λέγω: K8 ~ SG:Protreptics                       0.000000  1.000000
λέγω: K8 ~ SG:Mythology                         0.000000  1.000000


λέγω:K9 ~ correlation with genres

                         Spearman's ρ         p
λέγω: K9 ~ G:Narrative      -0.536937  0.058483
λέγω: K9 ~ G:Technical      -0.367378  0.216871
λέγω: K9 ~ G:Religion       -0.352416  0.237604
λέγω: K9 ~ G:Poetry         -0.281763  0.351007
λέγω: K9 ~ G:Philosophy      0.182062  0.551642
λέγω: K9 ~ G:Comedy          0.096093  0.754828
λέγω: K9 ~ G:Tragedy        -0.077152  0.802187
λέγω: K9 ~ G:Oratory        -0.011946  0.969103
λέγω: K9 ~ G:Essays          0.003132  0.991897
λέγω: K9 ~ G:Letters         0.000000  1.000000


λέγω:K9 ~ correlation with subgenres

                                            Spearman's ρ         p
λέγω: K9 ~ SG:Narrative                        -0.698523  0.007909
λέγω: K9 ~ SG:Bucolic                          -0.620235  0.023725
λέγω: K9 ~ SG:History                          -0.560600  0.046270
λέγω: K9 ~ SG:Psalms                           -0.462910  0.111173
λέγω: K9 ~ SG:Epigrams                         -0.385758  0.192978
λέγω: K9 ~ SG:Rhetoric, poetics, criticism     -0.347691  0.244393
λέγω: K9 ~ SG:Military                         -0.335548  0.262364
λέγω: K9 ~ SG:Erotic                           -0.308607  0.304937
λέγω: K9 ~ SG:Theology                         -0.279543  0.354977
λέγω: K9 ~ SG:Didactic                         -0.263804  0.383810
λέγω: K9 ~ SG:Geography                        -0.237795  0.434030
λέγω: K9 ~ SG:Horsemanship                      0.231455  0.446742
λέγω: K9 ~ SG:Politics                          0.231455  0.446742
λέγω: K9 ~ SG:Science                           0.231455  0.446742
λέγω: K9 ~ SG:Philosophy                        0.182062  0.551642
λέγω: K9 ~ SG:Medicine                         -0.174714  0.568075
λέγω: K9 ~ SG:Art History                       0.174714  0.568075
λέγω: K9 ~ SG:Grammar                          -0.154303  0.614737
λέγω: K9 ~ SG:Protreptics                      -0.154303  0.614737
λέγω: K9 ~ SG:Miscellanea                       0.154303  0.614737
λέγω: K9 ~ SG:Mythology                        -0.154303  0.614737
λέγω: K9 ~ SG:Natural History                   0.154303  0.614737
λέγω: K9 ~ SG:Novel                            -0.154303  0.614737
λέγω: K9 ~ SG:Epic                              0.134495  0.661338
λέγω: K9 ~ SG:Hymns                             0.122613  0.689853
λέγω: K9 ~ SG:Comedy                            0.096093  0.754828
λέγω: K9 ~ SG:Hunting                           0.078621  0.798488
λέγω: K9 ~ SG:Mathematics                       0.078621  0.798488
λέγω: K9 ~ SG:Tragedy                          -0.077152  0.802187
λέγω: K9 ~ SG:Homily                            0.077152  0.802187
λέγω: K9 ~ SG:Church history                    0.077152  0.802187
λέγω: K9 ~ SG:Choral                           -0.077152  0.802187
λέγω: K9 ~ SG:Essay                            -0.059515  0.846857
λέγω: K9 ~ SG:Biography                        -0.013422  0.965288
λέγω: K9 ~ SG:Oratory                          -0.011946  0.969103
λέγω: K9 ~ SG:Letters                           0.000000  1.000000

####################################################################################################
#   λεπτός (62528)                                                                                 #
####################################################################################################

λεπτός:K0 ~ correlation with genres

                           Spearman's ρ         p
λεπτός: K0 ~ G:Technical       0.595276  0.031844
λεπτός: K0 ~ G:Narrative       0.579396  0.037967
λεπτός: K0 ~ G:Essays          0.530166  0.062363
λεπτός: K0 ~ G:Philosophy      0.438435  0.133972
λεπτός: K0 ~ G:Oratory         0.378986  0.201580
λεπτός: K0 ~ G:Tragedy         0.154303  0.614737
λεπτός: K0 ~ G:Comedy          0.122300  0.690610
λεπτός: K0 ~ G:Religion       -0.052018  0.865980
λεπτός: K0 ~ G:Letters         0.026207  0.932275
λεπτός: K0 ~ G:Poetry         -0.002894  0.992513


λεπτός:K0 ~ correlation with subgenres

                                              Spearman's ρ         p
λεπτός: K0 ~ SG:Biography                         0.515407  0.071441
λεπτός: K0 ~ SG:Essay                             0.503322  0.079533
λεπτός: K0 ~ SG:Military                          0.486737  0.091644
λεπτός: K0 ~ SG:Mathematics                       0.462910  0.111173
λεπτός: K0 ~ SG:Novel                             0.462910  0.111173
λεπτός: K0 ~ SG:Mythology                         0.462910  0.111173
λεπτός: K0 ~ SG:Grammar                           0.462910  0.111173
λεπτός: K0 ~ SG:Epic                             -0.446990  0.125679
λεπτός: K0 ~ SG:Philosophy                        0.438435  0.133972
λεπτός: K0 ~ SG:Medicine                          0.436785  0.135611
λεπτός: K0 ~ SG:Oratory                           0.378986  0.201580
λεπτός: K0 ~ SG:Geography                         0.375635  0.205922
λεπτός: K0 ~ SG:History                           0.344559  0.248956
λεπτός: K0 ~ SG:Didactic                          0.341830  0.252971
λεπτός: K0 ~ SG:Hunting                           0.314485  0.295332
λεπτός: K0 ~ SG:Natural History                   0.308607  0.304937
λεπτός: K0 ~ SG:Miscellanea                       0.308607  0.304937
λεπτός: K0 ~ SG:Art History                       0.308607  0.304937
λεπτός: K0 ~ SG:Rhetoric, poetics, criticism      0.263117  0.385095
λεπτός: K0 ~ SG:Hymns                            -0.231455  0.446742
λεπτός: K0 ~ SG:Epigrams                         -0.154303  0.614737
λεπτός: K0 ~ SG:Choral                            0.154303  0.614737
λεπτός: K0 ~ SG:Tragedy                           0.154303  0.614737
λεπτός: K0 ~ SG:Comedy                            0.122300  0.690610
λεπτός: K0 ~ SG:Narrative                         0.078621  0.798488
λεπτός: K0 ~ SG:Bucolic                           0.034943  0.909772
λεπτός: K0 ~ SG:Letters                           0.026207  0.932275
λεπτός: K0 ~ SG:Horsemanship                      0.000000  1.000000
λεπτός: K0 ~ SG:Science                           0.000000  1.000000
λεπτός: K0 ~ SG:Church history                         NaN       NaN
λεπτός: K0 ~ SG:Erotic                                 NaN       NaN
λεπτός: K0 ~ SG:Homily                                 NaN       NaN
λεπτός: K0 ~ SG:Politics                               NaN       NaN
λεπτός: K0 ~ SG:Protreptics                            NaN       NaN
λεπτός: K0 ~ SG:Psalms                                 NaN       NaN
λεπτός: K0 ~ SG:Theology                               NaN       NaN


λεπτός:K1 ~ correlation with genres

                           Spearman's ρ         p
λεπτός: K1 ~ G:Comedy         -0.628971  0.021283
λεπτός: K1 ~ G:Technical      -0.482578  0.094869
λεπτός: K1 ~ G:Religion        0.471874  0.103524
λεπτός: K1 ~ G:Poetry          0.463055  0.111047
λεπτός: K1 ~ G:Tragedy        -0.462910  0.111173
λεπτός: K1 ~ G:Philosophy     -0.300959  0.317694
λεπτός: K1 ~ G:Letters        -0.218393  0.473492
λεπτός: K1 ~ G:Oratory         0.185777  0.543409
λεπτός: K1 ~ G:Narrative      -0.029866  0.922843
λεπτός: K1 ~ G:Essays         -0.006711  0.982641


λεπτός:K1 ~ correlation with subgenres

                                              Spearman's ρ         p
λεπτός: K1 ~ SG:Comedy                           -0.628971  0.021283
λεπτός: K1 ~ SG:Bucolic                           0.576557  0.039146
λεπτός: K1 ~ SG:Narrative                         0.559085  0.046991
λεπτός: K1 ~ SG:Tragedy                          -0.462910  0.111173
λεπτός: K1 ~ SG:Choral                           -0.462910  0.111173
λεπτός: K1 ~ SG:Epigrams                          0.462910  0.111173
λεπτός: K1 ~ SG:Epic                              0.402291  0.172960
λεπτός: K1 ~ SG:Science                          -0.385758  0.192978
λεπτός: K1 ~ SG:Horsemanship                     -0.385758  0.192978
λεπτός: K1 ~ SG:Didactic                          0.356693  0.231561
λεπτός: K1 ~ SG:Philosophy                       -0.300959  0.317694
λεπτός: K1 ~ SG:Mathematics                       0.231455  0.446742
λεπτός: K1 ~ SG:Novel                             0.231455  0.446742
λεπτός: K1 ~ SG:Natural History                  -0.231455  0.446742
λεπτός: K1 ~ SG:Mythology                         0.231455  0.446742
λεπτός: K1 ~ SG:Miscellanea                      -0.231455  0.446742
λεπτός: K1 ~ SG:Art History                      -0.231455  0.446742
λεπτός: K1 ~ SG:Grammar                           0.231455  0.446742
