LEMMA	ID	FREQUENCY
κρῖμα	nlsj68585	5
ῥυσιάζω	92846	5
βούλιος	20617	5
διχόρροπος	27694	5
εὐπιθής	44779	5
ὑπόσκιος	109143	5
ἀνδροκμής	7984	5
δαφνηφόρος	23569	5
βούθυτος	20528	5
εὔγλωσσος	43559	5
λύσιμος	64212	5
Ἐράσινος	nlsj3237	5
ὀρτάλιχος	75381	5
ταγή	102154	5
Τευκρίς	nlsj10586	5
ὁδόω	72103	5
ἐπικρούω	nlsj48093	5
ἀπαρκέω	11534	5
πολυκτόνος	85000	5
κάρανον	53267	5
ἀντήλιος	9762	5
πασσαλεύω	79938	5
πολύμνηστος	85090	5
δορύξενος	28115	5
ῥέος	92300	5
ὑμνῳδέω	106739	5
τελέσφορος	102985	5
ὄρεγμα	74794	5
ἀμφίσβαινα	6054	5
ἄημα	1870	5
τύμμα	105893	5
ὕλαγμα	106577	5
αἰπολέω	2624	5
λάμπη	61835	5
δεσποτέω	24205	5
δυσσεβία	29489	5
ἔμβρυος	34072	5
ἀτηρός	17066	5
ὀξύχειρ	74405	5
νεότομος	70418	5
ὀτοτύζω	75709	5
εὔφθογγος	45411	5
κροτητός	60163	5
δυσκατάπαυστος	29120	5
ἐλατήριος	33439	5
δύσλυτος	29203	5
προμηθεύς	88017	5
κλοπαῖος	57993	5
ἐπιχαλάω	41592	5
συνομαίμων	100824	5
Ἰνάχειος	nlsj3500	5
γεγωνίσκω	21717	5
κατάπτερος	54927	5
ψελλός	115425	5
χερνήτης	113803	5
ἀλητεία	4114	5
νεοζυγής	70247	5
βούπρῳρος	20665	5
ἀμφίπυρος	6042	5
διαβόρος	24573	5
ἀντίσπαστος	10499	5
φθόνησις	110741	5
ἀποινάω	12701	5
Ἰλιάδαι	50367	5
φθιάς	nlsj57326	5
Πιερίς	nlsj8880	5
χρυσόδετος	114863	5
χωστός	115245	5
δεννάζω	24068	5
εὔρινος	44952	5
μανιάς	64920	5
ταυροπόλος	102585	5
Τέκμησσα	nlsj10497	5
ἀμφίδρομος	5799	5
πακτόω	76730	5
κολέα	58572	5
ταλαίφρων	102221	5
οἵως	nlsj226	5
ἐχθοδοπός	45931	5
ἐνώμοτος	36443	5
πρόσοιδα	89800	5
ἐντριβής	36310	5
ἀντιλογέω	10108	5
βυσσόθεν	21264	5
ἀνταμύνομαι	9423	5
ἔγκληρος	30307	5
προηγητής	87473	5
ἐξεμπολάω	37124	5
ἁρμός	15288	5
ἐπάργυρος	38293	5
Δρυοπίς	nlsj4917	5
βαλανηφάγος	19218	5
μετάγνωσις	66616	5
παλιλλογέω	76856	5
πρόκα	87594	5
θεοβλαβής	48145	5
ἐπιμανθάνω	40114	5
παραφορέω	79031	5
Ἀγασικλέης	nlsj1929	5
Φαρίς	nlsj5332	5
πρόχυσις	90786	5
Τέρμιλαι	nlsj10571	5
περιέλασις	81304	5
Δαρδάνεος	nlsj4531	5
νηυσιπέρητος	70797	5
κύρτη	61082	5
ψήν	115629	5
φοινικήιος	nlsj57143	5
περιίζομαι	81424	5
τριτημορίς	105328	5
ἐναφίημι	35078	5
λιβανωτοφόρος	63045	5
πεντάστομος	80736	5
προσείκελος	88965	5
Προσώπιτις	nlsj9240	5
Ἀμυθέων	nlsj2322	5
αὐδάζομαι	17334	5
Βούβαστις	nlsj4283	5
ἄρτημα	15607	5
δεινόω	23731	5
σήμαντρον	93801	5
ποδεών	84132	5
εὐβάστακτος	43495	5
ἀπαρτί	11559	5
ἐπεξευρίσκω	38692	5
εἰσέλκω	31339	5
Λαδίκη	nlsj6936	5
γυψόω	23119	5
ὑπόμαργος	108753	5
φιλοινία	111194	5
ἀσάομαι	nlsj142	5
ἁρπεδόνη	15430	5
εἰσαγγελεύς	31240	5
διαφαύσκω	26194	5
ἐξείρω	37084	5
θυλάκιον	49323	5
λάδανον	61566	5
δύσοσμος	29326	5
διφροφορέω	27622	5
σιτόφορος	94435	5
τειχοφύλαξ	102835	5
Ὑλαία	nlsj866	5
χρυσοφύλαξ	115017	5
Ἀρτάκη	nlsj2796	5
καταστεγάζω	55247	5
Ὀκταμασάδης	nlsj3682	5
Μεσαμβρίη	nlsj7732	5
Κώης	nlsj6863	5
Θορικός	nlsj9615	5
ἱπποφόρβιον	50866	5
Χερσονησίτης	nlsj11005	5
ῥοία	92643	5
Μεμβλίαρος	nlsj7687	5
ἐξαυαίνω	36990	5
Εὐέλθων	nlsj5082	5
Ἀρυάνδης	nlsj2832	5
Ἀσβύσται	nlsj2876	5
φοίνιξις	112003	5
ὕστριξ	109766	5
ἐξαπαλλάσσω	36825	5
ὁποδαπός	74596	5
κυρβασία	61024	5
Σκαῖος	nlsj10037	5
Ἐγχέλεος	nlsj3082	5
ἀντιτεχνάομαι	10592	5
διμναῖος	27078	5
χυτρίς	115131	5
Λάβδα	nlsj6890	5
σινάμωρος	94203	5
καταφορέω	55533	5
Φιλόκυπρος	nlsj5460	5
Δαυρίσης	nlsj4552	5
ναυκράτωρ	69821	5
Φίλαιος	nlsj5402	5
ὑπόθερμος	108410	5
συνευνάομαι	100452	5
Ζευξίδημος	nlsj11132	5
ἀκρατοπότης	3434	5
ἀνθυποκρίνομαι	8949	5
Ἀλκίμαχος	nlsj2147	5
δυσχείρωτος	29622	5
μιτρηφόρος	68135	5
τυλόω	105861	5
Βρίγης	nlsj4333	5
ἀλωπέκειος	4819	5
Κύθνος	nlsj6760	5
ἀνανοκωχεύω	nlsj19206	5
ἰχθυώδης	51503	5
Ἄφυτις	nlsj1397	5
Γόννος	nlsj5764	5
κηρυκεία	57244	5
Λαύρειον	62078	5
θηλυδρίας	48646	5
Κύρνιοι	nlsj6766	5
ἡμίπλεθρον	47228	5
Βοττιαῖος	nlsj4281	5
Ἀντικύρη	nlsj2483	5
Φαναγόρης	nlsj5317	5
ὑπεκθέω	107062	5
Ἱστιαιεύς	nlsj1253	5
λευκανθίζω	62624	5
Χαράδρη	nlsj10911	5
στρατάρχης	97097	5
ἀνάτρεψις	7650	5
παρακρίνω	78261	5
προχώρησις	90800	5
Τιμόξεινος	nlsj10676	5
Τημενίδαι	nlsj10623	5
κλισιάδες	57966	5
Ἀνδροκράτης	nlsj2392	5
ἀνατιμάω	7620	5
χρησμοσύνη	114673	5
σιδηρόδετος	94022	5
Εὐτυχίδης	nlsj5241	5
Θρασυκλής	nlsj9656	5
Ἀρχεστρατίδης	nlsj2852	5
Ποτνιαί	86071	5
περιπρόσειμι	81997	5
ἄσεπτος	16152	5
ναπαῖος	69719	5
ἕκμηνος	32465	5
ἐνήλατον	35517	5
τραγῳδικός	104509	5
Ἀχαρνικός	nlsj3029	5
φελλεύς	110503	5
φέψαλος	110619	5
ὀμφακίας	73935	5
Λήναιον	nlsj7152	5
τροπωτήρ	105535	5
τροπάομαι	105515	5
γηροβοσκέω	22145	5
τονθορύζω	104266	5
λύζω	64055	5
σελαγέω	93607	5
κάταξις	54683	5
εὐδαιμόνησις	43590	5
ἐκκοκκίζω	32214	5
κατασπέρχω	55213	5
εἰκότως	31030	5
συνεπιβαίνω	100222	5
ἀφυλαξία	18570	5
ὀκταπλάσιος	72823	5
ἐπίπαστος	40453	5
κοάλεμος	58253	5
σκοροδάλμη	95138	5
ἀναλάω	4374	5
κυρήβια	61034	5
μάσθλης	65109	5
ἐκκωφόω	32300	5
ἐκροφέω	32851	5
κατάπαστος	54731	5
πτερυγίζω	91155	5
διαχάσκω	26284	5
ἀριστίζω	15102	5
ἀποστλεγγίζω	13865	5
σαμφόρας	93208	5
καθαρπάζω	51709	5
Πύρρανδρος	nlsj9315	5
κυναλώπηξ	60815	5
ἀργυρολόγος	14861	5
χοιρίνας	114293	5
καταμισθοφορέω	54543	5
εὐρωτιάω	45083	5
Γενετυλλίς	21882	5
λεπτολογέω	62507	5
Ξενόφαντος	nlsj4401	5
Μαρικέης	nlsj7525	5
ὑπέρλαμπρος	107664	5
ἀλεκτρύαινα	3978	5
πεντετάλαντος	80809	5
κριμνώδης	59995	5
βωμολοχεύομαι	21329	5
ᾀστέον	16480	5
ψαρός	115360	5
κάχρυς	56312	5
Θησείδαι	nlsj9600	5
ψυχάζω	115877	5
ἔχης	45915	5
πόρευσις	85730	5
κακόγλωσσος	52140	5
αἴθαλος	2300	5
δυστόπαστος	29541	5
ἀντιλάζομαι	10081	5
ἐκκυβιστάω	32276	5
κελευσμός	56486	5
δυσαίων	28641	5
ὀρθρεύω	75039	5
μάγευμα	64431	5
παρεκτρέπω	79307	5
πανδοκεύτρια	77321	5
συνδικαστής	99767	5
τυρβάζω	105978	5
βουβωνιάω	20497	5
παππίας	77737	5
ἀρύστιχος	15814	5
σίραιον	94276	5
διασφηκόομαι	25987	5
κύτταρον	61141	5
Ἀσκώνδης	nlsj2917	5
Φᾶνος	nlsj5258	5
ἀνταείδω	nlsj20313	5
κατερέφω	55831	5
Ἀγκυλίων	nlsj1965	5
Ὀπώρη	nlsj3750	5
διαστίλβω	25926	5
προσκινέομαι	89598	5
μονῳδέω	68727	5
ἐμπυρεύω	34559	5
σπίνος	95951	5
ἐκλεικτόν	32327	5
ὀρθόπνοια	74985	5
ὑποξυράω	108884	5
θορυβάζομαι	48969	5
πυριφλεγής	91753	5
ἀποζέω	12578	5
ἀναζέω	6500	5
καταφύομαι	nlsj63092	5
τρίχωσις	105462	5
ἀπογηράσκω	12347	5
ἰσχιάς	51310	5
κυνόδους	60883	5
βηχώδης	19869	5
μασθός	65111	5
νοσηρός	71047	5
φρενῖτις	nlsj57422	5
τεινεσμός	102792	5
διαφροντίζω	26247	5
φιλογυμναστής	111103	5
εὐόργητος	44627	5
πολυπλήθεια	85208	5
ὑποδεσμίς	108275	5
ἀνάπλασις	7208	5
ἐπιπωρόομαι	40697	5
ὑπόξηρος	108880	5
κατανάγκασις	54584	5
ὑπόσκληρος	109145	5
κηροπλαστέω	57218	5
ἀποσφίγγω	13941	5
πιμελώδης	83177	5
ἐμβλητέος	nlsj44846	5
ἐπιπώρωσις	40699	5
φαλακρότης	110175	5
ὕσμα	109707	5
πυώδης	91918	5
ἐφιδρόω	45764	5
διανοσέω	25409	5
μελανόφθαλμος	65914	5
ὑπολάπαρος	108668	5
βληστρισμός	20120	5
δυσφορία	29595	5
ὑποκαρόω	108498	5
ὑπόλευκος	108686	5
θέρμασμα	48437	5
γαλακτώδης	21469	5
θηριότης	48764	5
σκοτοδινία	95207	5
σέσελις	93742	5
κασσιτέρινος	53616	5
ἄμπν	nlsj12532	5
τετανός	103273	5
ἀντικατατείνω	10002	5
ἰξύα	50567	5
οἶδος	72220	5
ὀλιγοσιτέω	73068	5
καταπορέω	54883	5
ὀλίσθησις	73146	5
ἄκαυστος	3050	5
κονδύλωσις	58877	5
κονδύλωμα	58876	5
ἀποβρέχω	12309	5
ξυστήρ	71856	5
μαρσίππιον	nlsj72231	5
ἐμετικός	34103	5
προσακτέος	nlsj92473	5
τριδάκτυλος	104895	5
κύφωσις	61167	5
γωνιώδης	23143	5
στροφάω	97295	5
διαβρέχω	24589	5
πολυπληθία	85211	5
κυνόσβατον	nlsj69296	5
χαμαίλεος	113251	5
ψιμυθιόω	115761	5
κατακρούω	54293	5
ἀποκεντέω	12803	5
ὀψιμαθία	76325	5
λιμώδης	63357	5
ἀμβλυωπέω	5044	5
λιπαρότης	63488	5
Πανάκεια	nlsj8509	5
τροχήλατος	105604	5
ὑλουργός	106667	5
καθαιματόω	51654	5
παλίρρους	nlsj81160	5
στενακτός	96473	5
παραπλήσσω	78608	5
Σισύφειον	nlsj10028	5
ἐλαιοφόρος	33374	5
ὀρειβάτης	74806	5
συνεκκλέπτω	99935	5
τετραβάμων	103313	5
χρυσωπός	115041	5
εὐνέτης	44532	5
Διόσκοροι	27312	5
σήκωμα	93780	5
Νικιάδης	nlsj8239	5
Ἀψεφίων	nlsj3047	5
Ἀνάκειον	6685	5
Πατροκλείδης	nlsj8639	5
Δημόφαντος	nlsj4672	5
Τείσανδρος	nlsj10522	5
διαπίμπλαμαι	nlsj34375	5
ἀνήκουστος	8621	5
σιτοποιέω	94412	5
σύζυγος	98067	5
τέραμνον	103097	5
Κρανάη	nlsj6600	5
σιώπησις	94477	5
κορυδός	59186	5
ἐναντιάω	nlsj23416	5
παιπάλημα	76697	5
ὀρνιθευτής	75212	5
μελιτόομαι	nlsj44942	5
Πισθέταιρος	nlsj8896	5
βούτομον	20698	5
κωδωνοφορέω	61203	5
κτίστωρ	60392	5
ξενηλατέω	71497	5
πάμφυλος	77159	5
εἰσθέω	31373	5
ἀγκυλόω	601	5
τριόρχης	105094	5
περισοβέω	82137	5
συναριστάω	99502	5
κυανοειδής	60445	5
ἀφιδρύω	18324	5
ἐξαμιλλάομαι	36706	5
σταλάσσω	96226	5
συνωδίνω	101161	5
βοσκάς	20404	5
Λευκιππίδες	62652	5
παρακαθίημι	78094	5
ξενοκτόνος	71531	5
περιπολάζω	81971	5
διατινάσσω	26069	5
προσείω	88985	5
μέτρημα	67228	5
παραστάς	78804	5
ἀφιέω	nlsj14061	5
ἐγκαθίημι	30075	5
Φαιδρίης	nlsj5294	5
τυμπανισμός	105903	5
βασανιστέος	19530	5
συνζώννυμι	nlsj31856	5
κανηφορέω	53079	5
ἀπετάζω	nlsj18231	5
μαμμία	64885	5
καλλιεπής	52645	5
τραγῳδοδιδάσκαλος	104513	5
καπηλίς	53158	5
καλαθίσκος	52465	5
γράω	22828	5
ἀντίπηξ	10355	5
ἀργυροειδής	14846	5
ταυρόμορφος	102580	5
λουτροφόρος	63932	5
οἰωνόμαντις	72729	5
αἱματωπός	2441	5
Ποτνιάς	86074	5
μουσοπόλος	68912	5
θεράπευσις	48375	5
προυφανάω	nlsj94822	5
ἐπαξιόω	38249	5
ὑπτιάζω	109643	5
κατάξιος	54681	5
ἐπαιδέομαι	37875	5
δέξις	24093	5
ἀσοφία	16337	5
πυριγενής	91675	5
ἀποσφραγίζω	13943	5
ἐκκωφέω	32299	5
ἐξοσιόω	37620	5
τρικόρυθος	104997	5
χρυσορόης	114962	5
πλαστή	83500	5
πολύβοτρυς	84675	5
συμβακχεύω	98235	5
ἀνοιστρέω	9184	5
Πυθάγγελος	nlsj9344	5
φέγγω	110478	5
Πλαθάνη	nlsj8917	5
ἐξαίσσω	nlsj40290	5
περυσινός	82684	5
βαρύσταθμος	19485	5
σπανιστός	95727	5
δεξίωμα	24096	5
ἰσοδίαιτος	51017	5
αὐτερέτης	17589	5
πρόσκωπος	89692	5
Ἴσαρχος	nlsj1722	5
προεπιβουλεύω	87366	5
ἀπερίοπτος	11933	5
ἐπιμαχία	40134	5
ἐπεκβαίνω	38551	5
πρέσβευσις	86288	5
διαχείρισις	26290	5
παραίρεσις	78061	5
ἀντιπεράω	9707	5
Ἀργίλιος	nlsj2627	5
ἐπιτείχισις	41273	5
ξύλωσις	71797	5
Γυρτώνιος	nlsj5838	5
προσκαταλείπω	89519	5
φλόγωσις	111819	5
ἐγκαλλώπισμα	30100	5
Μελήσανδρος	nlsj7667	5
ἐκλάω	8148	5
προστατεία	90123	5
Ἀτιντάν	nlsj2988	5
ὁμόσκευος	73826	5
ἀντιπαταγέω	10313	5
Πειθίας	nlsj8703	5
περικομίζω	nlsj85467	5
ὑπαγωγή	106798	5
ὑπάπειμι	106935	5
ἐγκαθορμίζομαι	30082	5
προαφικνέομαι	86757	5
Ἐπιτάδας	nlsj3225	5
ἀνταιτέω	9392	5
κάχληξ	56301	5
εἰσνέω	31438	5
ἐπερώτησις	38735	5
Κυνουρίας	nlsj6833	5
ἀντιμάχομαι	10133	5
Λύγκος	nlsj7253	5
παροίκησις	79689	5
διαδικαιόω	24708	5
παράφραγμα	79036	5
Τομεύς	nlsj10751	5
Φιλοχαρίδας	nlsj5490	5
ἀντεπεξέρχομαι	9668	5
θανάτωσις	47881	5
Ἐπικυδίδας	nlsj3211	5
Ἰώλκιος	nlsj3614	5
ἐκκαρπόομαι	32119	5
Σκιρῖτις	94929	5
περίσχω	nlsj45364	5
Ἀρχηγέτης	nlsj2854	5
Ἀριστόνουν	nlsj2726	5
Δάσκων	nlsj4459	5
ἀντιπαρακελεύομαι	10271	5
λιθόλογος	63201	5
Ἀρχεδίκη	nlsj2849	5
ἀπόλεκτος	13043	5
Ἐξήκεστος	37282	5
εὐκατηγόρητος	44218	5
ἐπικλινής	39758	5
εὐπροφάσιστος	44889	5
ἐπαναγωγή	38047	5
φρυγανισμός	112407	5
τείχισις	102809	5
κατακολυμβάω	54221	5
ἀντιλαβή	10079	5
Λευκώνιος	nlsj7123	5
σχετλιασμός	101846	5
προσσχάω	nlsj93041	5
Ἕλιξος	nlsj800	5
Ἀλεξικλῆς	nlsj2111	5
συναφαιρέω	99584	5
Αἴσιμος	nlsj3901	5
πορρωτέρωθεν	nlsj89130	5
στηλίτης	96709	5
Διόμνηστος	nlsj4788	5
προπέρυσι	88290	5
συντεταμένως	101003	5
εὐέλεγκτος	43756	5
μετοίκησις	67180	5
ἀπρόσωπος	14533	5
ἡσυχιότης	47634	5
δυσμαθία	29207	5
Κέβης	nlsj6134	5
ποτέος	85980	5
τετανόθριξ	103272	5
βραχύλογος	20863	5
ψευδομάρτυς	115527	5
διανάω	25363	5
καταπισσόω	54813	5
κνησιάω	58156	5
ἐξομοιάζω	37537	5
αἰσχρότης	2733	5
δορυδρέπανον	28106	5
φύτευσις	112749	5
ἐντενής	36203	5
ὕπακρος	106834	5
Πυθοκλείδης	nlsj9381	5
ὁπόσε	74620	5
παρακαταβολή	78111	5
προκηρυκεύομαι	87785	5
Πλαταϊκός	nlsj8924	5
Λαμίης	nlsj6914	5
ἀπαυαίνω	11632	5
Νεοκλείδης	nlsj8173	5
ἱμονιά	50488	5
ἀκληρωτί	nlsj15183	5
χαριστέος	nlsj112731	5
πεπαιδευμένως	80890	5
χρυσίδιον	114838	5
Εἱλωτικός	31118	5
ἀνεπίδικος	8371	5
Θησεῖα	nlsj9602	5
οἰνοῦττα	72559	5
ἀσκωλιάζω	16312	5
Κριτόδημος	nlsj6675	5
Λυσίθεος	nlsj7343	5
φιλόδικος	111132	5
ποδοκάκη	nlsj87764	5
προασκέω	86725	5
ὀρχέω	nlsj78148	5
ἀγοραστικός	777	5
ἀγελαστί	431	5
σύνοδύρομαι	nlsj104533	5
διομολογητέος	nlsj36048	5
ἐννόησις	35865	5
διαφυσάω	26262	5
συνεπακολουθέω	100184	5
μισολογία	68063	5
κομψεία	58847	5
ὑδάτιον	106295	5
Ἄγραι	nlsj1410	5
καταφαρμακεύω	55488	5
συνοπαδός	100859	5
χιλιοστός	114019	5
κλήρωσις	57891	5
προλυπέομαι	nlsj91029	5
νομογράφος	70981	5
ποτέρως	85986	5
μισθαρνητικός	67993	5
ἀμετάστατος	5202	5
ἐργολάβος	nlsj52052	5
μιξολυδιστί	67934	5
ἀρρυθμία	15534	5
παιδαγωγικός	76556	5
καταστατέον	55242	5
οἰκειοπραγία	72253	5
συναπεργάζομαι	99368	5
γνωμονικός	22513	5
τμῆσις	104141	5
τεχνίον	103710	5
παρακινδυνευτικός	78174	5
ἐπεισκωμάζω	38524	5
διαγραφεύς	24654	5
παιδογονία	76611	5
ἡλιοειδής	46870	5
σκευαστός	94728	5
προπαιδεία	88211	5
τιμοκρατία	104003	5
ἐνευρίσκω	35465	5
προστατικός	90129	5
μητρίς	67571	5
ἐκκλάω	32165	5
Οὐράνιος	nlsj8374	5
τεμάχιον	103033	5
ὀκρίβας	72775	5
ἐποπτικός	41834	5
ἀνετέον	8522	5
ἀσχημόνησις	16908	5
θήρευσις	48727	5
προσανατρίβομαι	nlsj92505	5
ἀντιδοξάζω	9911	5
γράα	22722	5
αὐστηρότης	17541	5
ὁποσάκις	74613	5
εἰλικρινέω	31083	5
διασαφηνίζω	25794	5
φρονητέον	112357	5
ἀξιοθαύμαστος	11026	5
ἀντιθεραπεύω	9946	5
μῶμαι	69580	5
ὑπόβαθρα	108097	5
συναναλίσκω	99239	5
ἡμίμναιον	nlsj59396	5
Κέραμος	nlsj6146	5
ἀνδριαντοποιέω	7938	5
προετικός	87426	5
ἀμφοτέρωθι	6178	5
προσπορίζω	89996	5
ἠμελημένως	46963	5
προεξορμάω	87354	5
ἀγήρατον	503	5
καταρροφέω	55056	5
εὐήλατος	43906	5
ἀγωνιστέον	1105	5
ἄρταμος	15587	5
